PD_0138	HGLFMDSXX_1_126UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0139	HGLF3DSXX_1_194UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0140	HGKWHDSXX_1_42UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0141	HGKWHDSXX_1_138UDI-idt-UMI	Cebus	sp.	Cebus_albifrons
PD_0142	HGKWHDSXX_1_102UDI-idt-UMI	Chiropotes	sp.	Chiropotes_israelita
PD_0143	HGKWHDSXX_1_114UDI-idt-UMI	Pithecia	sp.	Chiropotes_israelita
PD_0144	HGKWHDSXX_1_126UDI-idt-UMI	Pithecia	sp.	Chiropotes_israelita
PD_0174	HGV2KDSXX_2_39UDI-idt-UMI	Saguinus	sp.	Saguinus_oedipus
PD_0175	HGV2KDSXX_1_143UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0176	HGV2KDSXX_3_99UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0177	HGV2KDSXX_1_111UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0273	HHKYGDSXX_1_110UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0274	HGTYKDSXX_1_81UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0275	HHKYGDSXX_1_122UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0276	HGTTMDSXX_1_134UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0277	HGTYKDSXX_1_93UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0278	HHKYGDSXX_1_100UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0279	HHLGKDSXX_1_10UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0280	HGTYKDSXX_1_22UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0281	HGTYKDSXX_1_34UDI-idt-UMI	Mico	sp.	Callithrix_jacchus
PD_0282	HHLHVDSXX_1_191UDI-idt-UMI	Mico	sp.	Callithrix_jacchus
PD_0283	HHKYGDSXX_1_124UDI-idt-UMI	Mico	sp.	Callithrix_jacchus
PD_0284	HHKYGDSXX_1_136UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0285	HHKYGDSXX_1_101UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0286	HHKYGDSXX_1_113UDI-idt-UMI	Aotus	sp.	Aotus_azarai
PD_0287	HHKYGDSXX_1_125UDI-idt-UMI	Cebuella	sp.	Cebuella_pygmaea
PD_0288	HGTTMDSXX_1_137UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0289	HGTYKDSXX_1_46UDI-idt-UMI	Cacajao	sp.	Cacajao_calvus
PD_0290	HGTYKDSXX_1_58UDI-idt-UMI	Cacajao	sp.	Cacajao_calvus
PD_0291	HHLHVDSXX_1_102UDI-idt-UMI	Cacajao	sp.	Cacajao_calvus
PD_0292	HGTYKDSXX_1_70UDI-idt-UMI	Cacajao	sp.	Cacajao_calvus
PD_0294	HL7YNDSXX_1_195UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0295	HL7YNDSXX_1_207UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0296	HL7YNDSXX_1_198UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0297	HL7YNDSXX_1_219UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0298	HL7YNDSXX_1_231UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0299	HLJY3DSXX_1_100UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0300	HL7YNDSXX_1_243UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0301	HL7YNDSXX_1_255UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0302	HL7YNDSXX_1_210UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0303	HLFMMDSXX_1_194UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0304	HL7YNDSXX_1_267UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0305	HLJY3DSXX_1_112UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0306	HLJY3DSXX_1_124UDI-idt-UMI	Cacajao	sp.	Cacajao_calvus
PD_0307	HL7YNDSXX_1_222UDI-idt-UMI	Cacajao	sp.	Cacajao_calvus
PD_0308	HLJY3DSXX_1_234UDI-idt-UMI	Cacajao	sp.	Cacajao_calvus
PD_0309	HLFMMDSXX_1_206UDI-idt-UMI	Cebuella	sp.	Cebuella_pygmaea
PD_0310	HL7YNDSXX_1_279UDI-idt-UMI	Cebus	sp.	Cebus_albifrons
PD_0311	HL7YNDSXX_1_196UDI-idt-UMI	Cebus	sp.	Cebus_albifrons
PD_0312	HL7YNDSXX_1_208UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0313	HM3GFDSXX_1_218UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0314	HL7YNDSXX_1_220UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0315	HL7YNDSXX_1_232UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0316	HL7YNDSXX_1_244UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0317	HL7YNDSXX_1_256UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0318	HL7YNDSXX_1_268UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0319	HL7YNDSXX_1_280UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0320	HL7YNDSXX_1_246UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0321	HM3GFDSXX_1_230UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0322	HL7YNDSXX_1_258UDI-idt-UMI	Cheracebus	sp.	Callicebus_lugens
PD_0323	HL7YNDSXX_1_197UDI-idt-UMI	Chiropotes	sp.	Chiropotes_israelita
PD_0324	HL7YNDSXX_1_209UDI-idt-UMI	Chiropotes	sp.	Chiropotes_israelita
PD_0325	HL7YNDSXX_1_221UDI-idt-UMI	Chiropotes	sp.	Chiropotes_israelita
PD_0326	HLFMMDSXX_1_242UDI-idt-UMI	Chiropotes	sp.	Chiropotes_israelita
PD_0327	HLFMMDSXX_1_254UDI-idt-UMI	Chiropotes	sp.	Chiropotes_israelita
PD_0328	HM3GFDSXX_1_266UDI-idt-UMI	Chiropotes	sp.	Chiropotes_israelita
PD_0329	HL7YNDSXX_1_233UDI-idt-UMI	Chiropotes	sp.	Chiropotes_israelita
PD_0330	HM3GFDSXX_1_278UDI-idt-UMI	Chiropotes	sp.	Chiropotes_israelita
PD_0331	HLJY3DSXX_1_136UDI-idt-UMI	Pithecia	sp.	Chiropotes_israelita
PD_0332	HL7YNDSXX_1_270UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0333	HL7YNDSXX_1_245UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0334	HL7YNDSXX_1_282UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0335	HL7YNDSXX_1_257UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0336	HL7YNDSXX_1_199UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0337	HL7YNDSXX_1_211UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0338	HL7YNDSXX_1_223UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0339	HL7YNDSXX_1_269UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0340	HL7YNDSXX_1_281UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0341	HL7YNDSXX_1_235UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0342	HLJY3DSXX_1_247UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0343	HLJY3DSXX_1_259UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0344	HLJY3DSXX_1_271UDI-idt-UMI	Plecturocebus	sp.	Callicebus_lugens
PD_0345	HLFMMDSXX_1_253UDI-idt-UMI	Chiropotes	sp.	Chiropotes_israelita
PD_0346	HLJY3DSXX_1_283UDI-idt-UMI	Saguinus	sp.	Saguinus_oedipus
PD_0347	HLJY3DSXX_1_200UDI-idt-UMI	Saguinus	sp.	Saguinus_oedipus
PD_0348	HLJY3DSXX_1_212UDI-idt-UMI	Saguinus	sp.	Saguinus_oedipus
PD_0349	HLJY3DSXX_1_224UDI-idt-UMI	Saguinus	sp.	Saguinus_oedipus
PD_0350	HLFMMDSXX_1_236UDI-idt-UMI	Saguinus	sp.	Saguinus_oedipus
PD_0351	HLFMMDSXX_1_248UDI-idt-UMI	Saguinus	sp.	Saguinus_oedipus
PD_0352	HLFMMDSXX_1_260UDI-idt-UMI	Saguinus	sp.	Saguinus_oedipus
PD_0353	HLFMMDSXX_1_272UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0354	HLFMMDSXX_1_284UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0355	HLFMMDSXX_1_201UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0356	HLFMMDSXX_1_213UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0357	HLFMMDSXX_1_225UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0358	HLFMMDSXX_1_237UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0359	HLFMMDSXX_1_249UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0360	HLFMMDSXX_1_261UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0361	HLFMMDSXX_1_273UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0362	HLFMMDSXX_1_285UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0363	HLFMMDSXX_1_202UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0364	HLFMMDSXX_1_214UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0365	HLFMMDSXX_1_148UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0366	HLFMMDSXX_1_226UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0367	HLFMMDSXX_1_238UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0368	HLFMMDSXX_1_250UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0369	HLFMMDSXX_1_262UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0370	HLFMMDSXX_1_274UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0371	HLFMMDSXX_1_286UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0372	HLFMMDSXX_1_203UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0373	HLFMMDSXX_1_215UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0374	HLFMMDSXX_1_227UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0375	HLFMMDSXX_1_239UDI-idt-UMI	Saimiri	sp.	Saimiri_boliviensis
PD_0376	HLFMMDSXX_1_251UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0377	HLFMMDSXX_1_263UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0378	HLFMMDSXX_1_275UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0379	HLFMMDSXX_1_287UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0380	HY33CDSXX_1_106UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0381	HY33CDSXX_1_118UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0382	HLFMMDSXX_1_9UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0383	HLJLYDSXX_1_130UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0384	HLJLYDSXX_1_142UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0385	HLJLYDSXX_1_154UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0386	HLJLYDSXX_1_166UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0387	HLJLYDSXX_1_178UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0388	HLJLYDSXX_1_190UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0389	HLJLYDSXX_1_107UDI-idt-UMI	Sapajus	sp.	Cebus_albifrons
PD_0402	HLJLYDSXX_1_173UDI-idt-UMI	NA	sp.	Cebus_albifrons
PD_0409	HLJLYDSXX_1_185UDI-idt-UMI	Chiropotes	sp.	Chiropotes_israelita
PD_0412	HLJLYDSXX_1_143UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0413	HLJLYDSXX_1_155UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0414	HLJLYDSXX_1_167UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0415	HLJLYDSXX_1_45UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0416	HLJLYDSXX_1_113UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0417	HLJLYDSXX_1_125UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0418	HLJLYDSXX_1_179UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0419	HLJLYDSXX_1_137UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0420	HLJLYDSXX_1_191UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0421	HLJLYDSXX_1_108UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0422	HLJLYDSXX_1_120UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0423	HLJLYDSXX_1_132UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0424	HLJLYDSXX_1_144UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0425	HLJLYDSXX_1_156UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0426	HLJLYDSXX_1_168UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0428	HLJLYDSXX_1_180UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0429	HLJLYDSXX_1_149UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0430	HLJLYDSXX_1_192UDI-idt-UMI	Alouatta	sp.	Alouatta_seniculus
PD_0431	HLJLYDSXX_1_193UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0432	HLJLYDSXX_1_205UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0433	HLJLYDSXX_1_217UDI-idt-UMI	Ateles	sp.	Ateles_belzebuth
PD_0434	HLJLYDSXX_1_229UDI-idt-UMI	Cacajao	sp.	Cacajao_calvus
PD_0435	HLJLYDSXX_1_241UDI-idt-UMI	Cacajao	sp.	Cacajao_calvus
PD_0436	HLJLYDSXX_1_161UDI-idt-UMI	Cacajao	sp.	Cacajao_calvus
PD_0437	HLJLYDSXX_1_57UDI-idt-UMI	Cacajao	sp.	Cacajao_calvus
